open_date,open_date,close_date,position,open_reason,close_reason,open_price,close_price,open_fee,close_fee,open_trade_size,close_trade_size,wallet,trade_result,trade_result_pct,trade_result_pct_wallet,wallet_ath,drawdown,drawdown_pct
2018-04-06 00:00:00+00:00,2018-04-06 00:00:00+00:00,2018-05-07 00:00:00+00:00,LONG,Market,Market,0.14445100724697113,0.3351759910583496,0.7,2.5466973054896234,999.3,3635.5923105368297,3635.5923105368297,2635.59231053683,2.6374385174990795,0.4202702471364338,3635.5923105368297,0.0,0.0
2018-05-08 00:00:00+00:00,2018-05-08 00:00:00+00:00,2018-06-01 00:00:00+00:00,SHORT,Market,Market,0.3283520042896271,0.22250699996948242,2.5449146173757806,3.3629178551869945,3633.0473959194537,4800.805446697662,4800.805446697662,1165.2131361608324,0.3207261037853704,0.195308331675116,4800.805446697662,0.0,0.0
2018-06-02 00:00:00+00:00,2018-06-02 00:00:00+00:00,2018-06-08 00:00:00+00:00,LONG,Market,Market,0.227742001414299,0.20535799860954285,3.3605638126883632,2.6980765870871264,4797.444882884974,3851.6970478230933,3851.6970478230933,-949.1083988745687,-0.19783622783464194,-0.3269868774613955,4800.805446697662,949.1083988745686,0.19769774247515767
2018-06-09 00:00:00+00:00,2018-06-09 00:00:00+00:00,2018-07-02 00:00:00+00:00,SHORT,Market,Market,0.20209099352359772,0.15827800333499908,2.6961879334761654,3.278420476732453,3849.000859889617,4680.179403426772,4680.179403426772,828.4823556036791,0.21524608223325745,0.15039630165085607,4800.805446697662,120.62604327088957,0.025126209468426763
2018-07-03 00:00:00+00:00,2018-07-03 00:00:00+00:00,2018-07-10 00:00:00+00:00,LONG,Market,Market,0.15065500140190125,0.12879200279712677,3.2761255823987407,2.3236376083447783,4676.903277844373,3317.158660027053,3317.158660027053,-1363.020743399719,-0.2914365900737523,-0.6975048853011205,4800.805446697662,1483.646786670609,0.3090412230079366
2018-07-11 00:00:00+00:00,2018-07-11 00:00:00+00:00,2018-07-15 00:00:00+00:00,SHORT,Market,Market,0.13148300349712372,0.14226199686527252,2.322011062018937,2.130160142888186,3314.836648965034,3040.9557582688058,3040.9557582688058,-276.20290175824704,-0.08332323158200985,-0.09990147984035268,4800.805446697662,1759.849688428856,0.3665738401541364
2018-07-16 00:00:00+00:00,2018-07-16 00:00:00+00:00,2018-07-29 00:00:00+00:00,LONG,Market,Market,0.1561180055141449,0.16331300139427185,2.128669030788164,2.323249157199574,3038.8270892380174,3316.6041182707636,3316.6041182707636,275.64836000195805,0.09070880043756507,0.07673412758963404,4800.805446697662,1484.2013284268983,0.30915673315773257
2018-07-30 00:00:00+00:00,2018-07-30 00:00:00+00:00,2018-08-27 00:00:00+00:00,SHORT,Market,Market,0.15408700704574585,0.10026399791240692,2.3216228827895344,3.1303792468596523,3314.282495387974,4468.839973409787,4468.839973409787,1152.235855139023,0.347657707736872,0.2049849335401147,4800.805446697662,331.9654732878753,0.06914787049248683
2018-08-28 00:00:00+00:00,2018-08-28 00:00:00+00:00,2018-09-05 00:00:00+00:00,LONG,Market,Market,0.10548000037670135,0.08756899833679199,3.1281879813868505,2.064379728204086,4465.7117854284,2947.0495177062044,2947.0495177062044,-1521.7904557035822,-0.3407722058259959,-1.067729015920323,4800.805446697662,1853.7559289914575,0.3861343579891586
2018-09-06 00:00:00+00:00,2018-09-06 00:00:00+00:00,2018-09-20 00:00:00+00:00,SHORT,Market,Market,0.08866599947214127,0.08149299770593643,2.062934662394343,2.2282633943302073,2944.9865830438102,3181.005157077395,3181.005157077395,233.95563937119027,0.07944200517524391,0.06850902640361033,4800.805446697662,1619.800289620267,0.3374017771818855
2018-09-21 00:00:00+00:00,2018-09-21 00:00:00+00:00,2018-10-04 00:00:00+00:00,LONG,Market,Market,0.08760599792003632,0.08130399882793427,2.2267036099541766,1.9050101873320993,3178.7784534674406,2719.5381145728097,2719.5381145728097,-461.4670425045851,-0.1451711873789797,-0.2043633826290134,4800.805446697662,2081.267332124852,0.4335246148240598
2018-10-05 00:00:00+00:00,2018-10-05 00:00:00+00:00,2018-10-06 00:00:00+00:00,LONG,Market,Market,0.08299099653959274,0.08130300045013428,1.9036766802009668,1.8249586178209687,2717.6344378926087,2605.25878112642,2605.25878112642,-114.27933344638949,-0.04205103227018549,-0.045877268699596595,4800.805446697662,2195.5466655712416,0.4573288149140674
2018-10-07 00:00:00+00:00,2018-10-07 00:00:00+00:00,2018-10-11 00:00:00+00:00,LONG,Market,Market,0.08465799689292908,0.07093899697065353,1.8236811467884941,1.2317558640965713,2603.4350999796316,1758.4194785595769,1758.4194785595769,-846.8393025668432,-0.32527766971163163,-0.9289795070901076,4800.805446697662,3042.385968138085,0.633724070245516
2018-10-12 00:00:00+00:00,2018-10-12 00:00:00+00:00,2018-11-04 00:00:00+00:00,SHORT,Market,Market,0.07321400195360184,0.07622899860143661,1.230893634991704,1.1793785512799722,1757.1885849245853,1683.6471232772517,1683.6471232772517,-74.77235528232526,-0.04255226554726016,-0.04647493811809289,4800.805446697662,3117.15832342041,0.6492990307625598
2018-11-05 00:00:00+00:00,2018-11-05 00:00:00+00:00,2018-11-13 00:00:00+00:00,LONG,Market,Market,0.07614800333976746,0.07360299676656723,1.1785529862940762,1.0990043198435848,1682.4685702909576,1568.9071668852775,1568.9071668852775,-114.73995639197412,-0.06819738473458174,-0.07890423849747677,4800.805446697662,3231.8982798123843,0.6731991778661882
2018-11-14 00:00:00+00:00,2018-11-14 00:00:00+00:00,2018-12-17 00:00:00+00:00,SHORT,Market,Market,0.06482400000095367,0.03282399848103523,1.0982350168196944,1.6392242700389459,1567.8089318684579,2340.1097329284553,2340.1097329284553,771.2025660431777,0.49189831131022227,0.2478705099125149,4800.805446697662,2460.6957137692066,0.5125589322645535
2018-12-18 00:00:00+00:00,2018-12-18 00:00:00+00:00,2019-01-12 00:00:00+00:00,LONG,Market,Market,0.034735001623630524,0.04370399937033653,1.6380768130499186,2.4822805104445176,2338.4716561154055,3543.6327344102947,3543.6327344102947,1203.5230014818392,0.5146622146710528,0.2535250723674986,4800.805446697662,1257.1727122873672,0.2618670400718156
2019-01-13 00:00:00+00:00,2019-01-13 00:00:00+00:00,2019-01-19 00:00:00+00:00,SHORT,Market,Market,0.040240999311208725,0.04574999958276749,2.480542914087206,2.13945745964688,3541.1521914962077,3054.2283420358954,3054.2283420358954,-489.40439237439955,-0.13820484574192118,-0.19081402933678582,4800.805446697662,1746.5771046617665,0.36380918244941324
2019-01-20 00:00:00+00:00,2019-01-20 00:00:00+00:00,2019-02-09 00:00:00+00:00,SHORT,Market,Market,0.043476998805999756,0.041058000177145004,2.1379598394251267,2.2553330574655917,3052.0903821964703,3219.649034750523,3219.649034750523,165.4206927146274,0.05419914615883052,0.048867735684280794,4800.805446697662,1581.156411947139,0.3293523200434568
2019-02-10 00:00:00+00:00,2019-02-10 00:00:00+00:00,2019-02-26 00:00:00+00:00,LONG,Market,Market,0.042830001562833786,0.04330400004982948,2.253754324325366,2.3020262553709085,3217.3952804261976,3286.3069099887844,3286.3069099887844,66.6578752382614,0.02071796264630296,0.01988027894952904,4800.805446697662,1514.4985367088775,0.3154675925787949
2019-02-27 00:00:00+00:00,2019-02-27 00:00:00+00:00,2019-03-09 00:00:00+00:00,SHORT,Market,Market,0.04326999932527542,0.04672800004482269,2.300414836992149,2.1150913989238247,3284.006495151792,3019.4440499208254,3019.4440499208254,-266.8628600679588,-0.08126136792418981,-0.09695004131094256,4800.805446697662,1781.3613967768365,0.37105469416641007
2019-03-10 00:00:00+00:00,2019-03-10 00:00:00+00:00,2019-04-12 00:00:00+00:00,LONG,Market,Market,0.04569799825549126,0.08346299827098846,2.113610834944578,5.6030780402666105,3017.3304390858807,7998.794122340605,7998.794122340605,4979.350072419779,1.6502501707861685,0.3836719640108539,7998.794122340605,0.0,0.0
2019-04-13 00:00:00+00:00,2019-04-13 00:00:00+00:00,2019-05-11 00:00:00+00:00,SHORT,Market,Market,0.08373100310564041,0.07517100125551224,5.599155885638424,6.16724962355405,7993.194966454967,8804.189355453662,8804.189355453662,805.3952331130569,0.1007601136332916,0.08381165967062709,8804.189355453662,0.0,0.0
2019-05-12 00:00:00+00:00,2019-05-12 00:00:00+00:00,2019-05-25 00:00:00+00:00,LONG,Market,Market,0.07008600234985352,0.08050200343132019,6.1629325488175635,7.989174520467806,8798.026422904844,11405.117283290683,11405.117283290683,2600.9279278370213,0.29562629194494655,0.18570038070208444,11405.117283290683,0.0,0.0
2019-05-26 00:00:00+00:00,2019-05-26 00:00:00+00:00,2019-06-04 00:00:00+00:00,LONG,Market,Market,0.08601400256156921,0.08248600363731384,7.983582098303478,7.323533805963391,11397.13370119238,10454.86761757031,10454.86761757031,-950.2496657203747,-0.08337619708900655,-0.0999776814317321,11405.117283290683,950.2496657203737,0.08331783375104418
2019-06-05 00:00:00+00:00,2019-06-05 00:00:00+00:00,2019-06-12 00:00:00+00:00,SHORT,Market,Market,0.08343800157308578,0.09652499854564667,7.318407332299216,6.166218007233818,10447.54921023801,8802.716649469648,8802.716649469648,-1652.150968100661,-0.158137658397593,-0.23105178551193364,11405.117283290683,2602.4006338210347,0.22817833163660128
2019-06-13 00:00:00+00:00,2019-06-13 00:00:00+00:00,2019-06-20 00:00:00+00:00,LONG,Market,Market,0.08973900228738785,0.08738499879837036,6.161901654628754,5.83454072927144,8796.55474781502,8329.223643944215,8329.223643944215,-473.493005525434,-0.05382709698283241,-0.06027357954584091,11405.117283290683,3075.8936393464683,0.26969416998919193
2019-06-21 00:00:00+00:00,2019-06-21 00:00:00+00:00,2019-06-22 00:00:00+00:00,SHORT,Market,Market,0.08956199884414673,0.09436699748039246,5.8304565507609505,5.513790369276889,8323.393187393454,7871.329594311994,7871.329594311994,-457.89404963222154,-0.05501290631394709,-0.061765432082407146,11405.117283290683,3533.7876889786894,0.309842292823761
